best_dj2_step0_poor3rich7
eval_cnt fitness r/i/p
1 19.41615524490565 i
2 6.755975908401231 i
3 0.9609818998556838 i
5 0.7864600031267206 i
40 0.641839610089349 r
79 0.6054283077369351 r
80 0.5589491891373236 r
89 0.5263027878017847 r
110 0.36935792118259114 r
120 0.2727422923964793 r
130 0.17414080163320866 r
161 0.13097070824325646 r
171 0.06177795691057273 r
201 0.024773737479205398 r
211 0.016003383158162417 r
231 0.012112542196382645 r
251 0.010303334061566817 r
312 0.008944943352695264 r
332 0.0029522279417260014 r
422 0.0010880197831979253 r
552 0.0007144529104634024 r
582 0.00022116577824981447 r
641 0.00019328807983563692 r
652 0.00013232635234196755 r
662 3.891105213062849e-05 r
732 3.34712137363808e-05 r
767 2.339477255584888e-06 r
902 1.5421929669689014e-06 r
933 9.445376439318377e-07 r
943 4.0429935665906165e-07 r
1003 8.616651664681601e-08 r
1073 8.616650762173246e-08 r
1082 5.2668696426939766e-08 r
1093 2.975665278331227e-08 r
1163 2.975661580004137e-08 r
1194 2.2282730357569084e-08 r
1204 1.684563704511574e-08 r
1213 7.264118196765762e-10 r
1284 7.264081554340437e-10 r
1294 1.3711144553184537e-10 r
1365 1.3711131940310468e-10 r
1395 2.2925313569286846e-11 r
1506 2.2924743536000194e-11 r
1596 2.2924449173146402e-11 r
1667 2.292358190322464e-11 r
1696 1.4686171941002603e-11 r
1777 1.468608329702443e-11 r
1877 1.4685602079133814e-11 r
1958 1.468516260456292e-11 r
1997 1.2443175088505288e-11 r
2085 1.210220974013548e-11 r
2170 1.2101986442266194e-11 r
2241 1.210155568699959e-11 r
2311 1.2101539795451942e-11 r
2382 1.2100846901765887e-11 r
2453 1.2100485164265492e-11 r
2543 1.2099834672358885e-11 r
2609 1.1631694220754527e-11 r
2685 1.1631424434325675e-11 r
2755 1.1631004944130659e-11 r
2836 1.1630995887851406e-11 r
2852 1.0064989326650464e-11 r
2967 1.0064637768803207e-11 r
3048 1.0064457727824595e-11 r
3129 1.0064087389410868e-11 r
3230 1.0063809427339263e-11 r
