best_deceptive2_step0_poor0rich10
eval_cnt fitness r/i/p
1 -0.15035377002018704 i
2 -0.168618600545598 i
3 -0.19107145558455346 i
9 -0.4254252540564466 i
19 -0.42768730963735885 r
30 -0.44634495648111905 r
40 -0.5057983976710736 r
60 -0.5081962386363885 r
79 -0.6108630829032023 r
120 -0.7011057100179734 r
150 -0.7315719635215602 r
170 -0.77309802757153 r
260 -0.7783126587214062 r
320 -0.7860166373985731 r
400 -0.9676058344094233 r
540 -0.9684498613084213 r
660 -0.9684498625235749 r
680 -0.9686281903271957 r
700 -0.9686454438413278 r
720 -0.9686536672833393 r
730 -0.969046971502134 r
760 -0.9692622154707481 r
810 -0.9694044502178226 r
820 -0.9699075287818897 r
830 -0.9710675047760513 r
850 -0.9720434603625122 r
880 -0.972531807338905 r
890 -0.9731561011270126 r
900 -0.9751019436356341 r
930 -0.9757474751738477 r
940 -0.9766917461282322 r
950 -0.9792661190320469 r
970 -0.9819874329139813 r
980 -0.9831993763251635 r
1020 -0.9837356807261415 r
1030 -0.9838700967292789 r
1070 -0.9844405580549723 r
1100 -0.9850223149917595 r
1110 -0.9854576120963929 r
1140 -0.9883227892525157 r
1150 -0.9890046129060225 r
1200 -0.9892173398888093 r
1240 -0.9895560908784375 r
1320 -0.9895560912872937 r
1330 -0.9896332897229717 r
1360 -0.9896591446075387 r
1370 -0.9900571033289894 r
1380 -0.9906656258649075 r
1410 -0.99092901209919 r
1420 -0.9911306808298123 r
1460 -0.9911317136830438 r
1490 -0.9920348618126842 r
1510 -0.9922609826487616 r
1590 -0.9922609829820054 r
1620 -0.9923252268914821 r
1630 -0.992338213919147 r
1650 -0.9927523731630805 r
1660 -0.9929251536542103 r
1670 -0.9932711983663967 r
1690 -0.9934390640062454 r
1720 -0.9938816606151532 r
1740 -0.9946621464951817 r
1770 -0.995036737638888 r
1790 -0.9961991812935703 r
1810 -0.9964327277982336 r
1820 -0.9974914331594166 r
1830 -0.9986411128986702 r
1870 -0.998808627031006 r
1890 -0.9990965182450892 r
1950 -0.9994146555557413 r
2030 -0.9994146558478748 r
2060 -0.9994750774410104 r
2070 -0.9997101201925997 r
2150 -0.9997101206767943 r
2160 -0.9997156693113828 r
2170 -0.9998013919381464 r
2180 -0.999888542948948 r
2250 -0.9998885429883491 r
2320 -0.999888543966766 r
2370 -0.9999142077305495 r
2450 -0.9999142091408165 r
2490 -0.99994415404612 r
2580 -0.9999441545537914 r
2640 -0.999981388406102 r
2710 -0.9999813891680204 r
2780 -0.9999813903430395 r
2850 -0.9999813919967302 r
2960 -0.9999813928138999 r
3040 -0.9999813933044875 r
3110 -0.9999813940668902 r
3180 -0.9999813953440402 r
3250 -0.99998139589831 r
3300 -0.9999905457332898 r
3380 -0.9999905461416305 r
3470 -0.9999905464194165 r
3550 -0.9999905472075502 r
3620 -0.9999905473081977 r
3690 -0.9999905474420585 r
3770 -0.999990547895479 r
3840 -0.9999905479905541 r
3910 -0.9999905481294533 r
3980 -0.9999905491026422 r
4050 -0.999990549138611 r
4130 -0.9999905503102082 r
4210 -0.999990551424583 r
4280 -0.9999905516480418 r
4360 -0.9999905521082875 r
4430 -0.9999905533241708 r
4500 -0.9999905536107354 r
4570 -0.9999905538842907 r
4660 -0.9999905551343187 r
4740 -0.9999905557463261 r
4840 -0.9999905559742354 r
4930 -0.999990556779384 r
5010 -0.9999905571653785 r
5080 -0.9999905581262734 r
5150 -0.9999905588200478 r
5220 -0.9999905589319316 r
5290 -0.9999905598585163 r
5360 -0.9999905599693858 r
5440 -0.9999905609030564 r
5530 -0.9999905612557922 r
5600 -0.9999905618838191 r
5710 -0.9999905626787327 r
5800 -0.999990563349197 r
5910 -0.9999905635328623 r
5980 -0.9999905639896255 r
6070 -0.999990565663766 r
6140 -0.9999905661713141 r
6210 -0.9999905667224901 r
6280 -0.9999905677884696 r
6370 -0.9999905681938759 r
6450 -0.9999905686275595 r
6530 -0.9999905698482897 r
6600 -0.9999905705562766 r
6670 -0.9999905708760174 r
6750 -0.9999905716495192 r
6830 -0.9999905716593602 r
6910 -0.9999905720162283 r
7000 -0.9999905720573491 r
7070 -0.9999905735850706 r
7140 -0.9999905743510582 r
7220 -0.9999905758061708 r
7290 -0.9999905762301325 r
7360 -0.9999905767416621 r
7430 -0.999990577753421 r
7500 -0.9999905780223624 r
7570 -0.9999905781937379 r
7650 -0.9999905790494864 r
7740 -0.9999905793930266 r
7810 -0.9999905800382876 r
7910 -0.9999905804616666 r
8000 -0.9999905809006218 r
8080 -0.999990581420682 r
8160 -0.9999905823789992 r
8230 -0.9999905825060305 r
8310 -0.9999905830355633 r
8390 -0.9999905843466086 r
8460 -0.9999905852069028 r
8560 -0.9999905857372283 r
8640 -0.99999058715133 r
8750 -0.9999905881886363 r
8830 -0.9999905890627444 r
8910 -0.9999905897463359 r
8980 -0.9999905901337145 r
9050 -0.9999905903671376 r
9140 -0.9999905914206294 r
9230 -0.9999905920021954 r
9310 -0.9999905935543947 r
9390 -0.9999905942684392 r
9460 -0.9999905948444291 r
9530 -0.999990596134232 r
9600 -0.9999905962424901 r
9680 -0.9999905964080675 r
9770 -0.9999905974303344 r
9870 -0.9999905977452281 r
9940 -0.999990598327108 r
10030 -0.9999905996219663 r
10130 -0.999990600217468 r
10210 -0.9999906003559733 r
10290 -0.9999906012559708 r
10360 -0.9999906021807409 r
10430 -0.9999906030604351 r
10500 -0.9999906041117795 r
10570 -0.9999906048949749 r
10640 -0.9999906052393243 r
10710 -0.9999906063340918 r
