best_deceptive2_step1_poor3rich7
eval_cnt fitness r/i/p
1 -0.15035377002018704 i
2 -0.168618600545598 i
3 -0.19107145558455346 i
9 -0.4254252540564466 i
19 -0.43006120063557085 r
30 -0.45012659321990733 r
60 -0.4683135765726687 r
70 -0.47393977649308056 r
179 -0.5198513185517382 r
220 -0.5320389212614437 r
240 -0.5703711021739394 r
250 -0.5803932331670486 r
321 -0.5821572981674243 r
351 -0.5906901571438444 r
421 -0.590948417653374 r
431 -0.5916030752569178 r
441 -0.5928278146001603 r
451 -0.5937049311776885 r
461 -0.5950079709071294 r
471 -0.5957682735590291 r
481 -0.5970524296996093 r
491 -0.5976543572749137 r
541 -0.5977600710150601 r
560 -0.6443432300252049 r
582 -0.6449190210548622 r
592 -0.7016499253813759 r
642 -0.7186137681819774 r
662 -0.7454273572723608 r
703 -0.8408928394591304 r
723 -0.9132135790266123 r
753 -0.9652358966645814 r
874 -0.9697897268636467 r
894 -0.9716433330878207 r
925 -0.9762407942852112 r
985 -0.9841726968222865 r
1036 -0.9915848848122056 r
1106 -0.9915848854513497 r
1147 -0.9916821306677247 r
1177 -0.9917105021785485 r
1187 -0.9920207409073112 r
1197 -0.9922393497002763 r
1227 -0.992540557406409 r
1237 -0.9931460991185744 r
1247 -0.9938624153210351 r
1268 -0.9939980266025703 r
1308 -0.9942048696879944 r
1328 -0.9951872820257609 r
1379 -0.9955326133199336 r
1389 -0.9958987818735503 r
1429 -0.9962678378578809 r
1469 -0.9963519511190243 r
1489 -0.9975153903805176 r
1530 -0.9992545668682532 r
1611 -0.9992545669421454 r
1621 -0.9992768938538152 r
1651 -0.9992834338503161 r
1661 -0.9992961094819983 r
1721 -0.9995481013201511 r
1792 -0.9995481016248555 r
1802 -0.9995810255947596 r
1851 -0.9996100137661982 r
1893 -0.9996395359977206 r
1912 -0.9996714981556611 r
1913 -0.9996922302990582 r
1922 -0.9997577415766014 r
1942 -0.9998010996904912 r
2044 -0.9998010997050623 r
2053 -0.9998074880048028 r
2063 -0.9998330728628323 r
2074 -0.9999145970860477 r
2134 -0.9999176162912748 r
2194 -0.9999948202492616 r
2266 -0.9999948217703251 r
2347 -0.999994822727711 r
2427 -0.9999948240239231 r
2498 -0.9999948242342115 r
2578 -0.9999948247590977 r
2649 -0.999994825358248 r
2719 -0.999994826518065 r
2840 -0.9999948270496628 r
2911 -0.9999948281699069 r
3012 -0.9999948282906277 r
3093 -0.9999948289601457 r
3163 -0.9999948289841836 r
3244 -0.999994829194838 r
3324 -0.9999948297133222 r
3415 -0.9999948306940744 r
3485 -0.9999948320203005 r
3555 -0.999994832489396 r
3625 -0.9999948326179275 r
3696 -0.9999948332595869 r
3767 -0.9999948345111042 r
3837 -0.9999948348724016 r
3908 -0.9999948353505388 r
3978 -0.9999948367652471 r
4049 -0.999994838015149 r
4130 -0.9999948386252796 r
4211 -0.999994839799631 r
4281 -0.9999948404108374 r
4352 -0.9999948419624665 r
4443 -0.9999948423999463 r
4533 -0.9999948427901468 r
4614 -0.9999948428554416 r
4694 -0.9999948439109985 r
4765 -0.9999948443182486 r
4835 -0.9999948443305349 r
4906 -0.9999948447861177 r
4987 -0.9999948450128714 r
5057 -0.9999948462763126 r
5128 -0.9999948476268201 r
5219 -0.999994849634697 r
5310 -0.9999948503472101 r
5441 -0.9999948504176069 r
5552 -0.99999485188625 r
5622 -0.9999948521935605 r
5693 -0.9999948535040013 r
5783 -0.9999948544164857 r
5864 -0.9999948555319348 r
5945 -0.9999948573508589 r
6015 -0.9999948575610162 r
6096 -0.9999948583593707 r
6167 -0.9999948589193327 r
6248 -0.9999948601361467 r
6318 -0.9999948609157324 r
6399 -0.99999486116292 r
6470 -0.9999948621746817 r
6540 -0.9999948623815259 r
6621 -0.9999948637557274 r
6702 -0.9999948643739 r
6772 -0.9999948651837168 r
6843 -0.9999948667710289 r
6933 -0.9999963875971356 r
7004 -0.9999963889053007 r
7075 -0.9999963891674466 r
7146 -0.9999963893236291 r
7216 -0.9999963894247025 r
7287 -0.9999963897112072 r
7358 -0.9999963902424166 r
7448 -0.999996391145137 r
7519 -0.9999963915270434 r
7590 -0.9999963930060025 r
7660 -0.9999963932334809 r
7741 -0.9999963943496534 r
7822 -0.9999963947429751 r
7902 -0.9999963947475259 r
7973 -0.9999963950482552 r
8084 -0.9999963954934482 r
8165 -0.9999963958126344 r
8235 -0.999996397671419 r
8306 -0.999996397732487 r
8377 -0.999996398189 r
8447 -0.9999963987369661 r
8558 -0.9999963988430499 r
8629 -0.9999964000865641 r
8720 -0.9999964002234677 r
8821 -0.9999964011041225 r
8891 -0.9999964014062529 r
9002 -0.9999964021095354 r
9073 -0.9999964026849695 r
9144 -0.9999964035517193 r
9214 -0.9999964043559469 r
9285 -0.9999964059170521 r
9366 -0.9999964062729527 r
9436 -0.9999964064407117 r
9507 -0.9999964069799737 r
9578 -0.999996407469906 r
9678 -0.9999964080250111 r
9749 -0.9999964096490022 r
9820 -0.9999964110849793 r
9951 -0.9999964116096759 r
10022 -0.9999964132404215 r
10112 -0.9999964143014086 r
10183 -0.9999964157586029 r
10254 -0.9999964165704189 r
10324 -0.9999964166385005 r
10395 -0.9999964176796066 r
10466 -0.9999964184851671 r
10536 -0.9999964189684056 r
10607 -0.9999964198854356 r
10698 -0.9999964214084047 r
10778 -0.9999964214437369 r
10859 -0.9999964228759626 r
10940 -0.9999964232534837 r
11010 -0.9999964252229457 r
11152 -0.9999964261426381 r
11232 -0.9999964268892626 r
11323 -0.9999964270885972 r
