best_shubert2_step0_poor0rich10
eval_cnt fitness r/i/p
1 -0.1830154446832766 i
2 -49.82132187064192 i
9 -64.09553330300842 i
19 -76.43382440552746 r
88 -113.46753117540098 r
130 -118.48110220314892 r
170 -123.3090312750851 r
420 -123.31163146272932 r
460 -123.31863738439851 r
470 -123.32486428710205 r
490 -123.32900676978988 r
510 -123.33545670517452 r
520 -123.3384112833909 r
530 -123.34023714328202 r
550 -123.3577578903958 r
590 -123.37540939522663 r
600 -123.38214272742512 r
610 -123.38340007642219 r
620 -123.40405963661722 r
630 -123.4258635086011 r
640 -123.42884432418222 r
670 -123.44918298842592 r
690 -123.47197359808098 r
700 -123.47404424734533 r
710 -123.49564196974293 r
720 -123.51004078786649 r
750 -123.5130148011566 r
770 -123.51838896336768 r
780 -123.5206729228339 r
800 -123.5399436828499 r
840 -123.5436394884402 r
880 -123.54648660045754 r
890 -123.55117751990853 r
920 -123.55266732497849 r
960 -123.56228990461688 r
1000 -123.5625101382927 r
1010 -123.56526114061846 r
1040 -123.5737551565091 r
1050 -123.57623728022799 r
1060 -123.57649530219464 r
1070 -123.57660353033442 r
1100 -123.57660883189853 r
1170 -123.57660883191117 r
1180 -123.57662264710741 r
1210 -123.57665599894864 r
1220 -123.57666536546084 r
1240 -123.5766729105102 r
1250 -123.57673841302105 r
1260 -123.57676999894089 r
1360 -123.57676999894548 r
1370 -123.57677037500595 r
1450 -123.57677037500738 r
1510 -123.57677047605715 r
1580 -123.57677047605955 r
1600 -123.57677066609081 r
1700 -123.57677066609492 r
1770 -123.5767706660952 r
1850 -123.57677066609722 r
1920 -123.57677066609781 r
1930 -123.57677073818782 r
2020 -123.5767707381881 r
2120 -123.57677073819058 r
2180 -123.57677084576453 r
2270 -123.57677084576507 r
2340 -123.57677084576558 r
2410 -123.57677084576568 r
2480 -123.5767708457665 r
2600 -123.57677084576696 r
2670 -123.5767708457679 r
2750 -123.57677084576882 r
2830 -123.57677084576936 r
2900 -123.57677084576964 r
2970 -123.57677084576993 r
3050 -123.57677084576997 r
3120 -123.57677084577044 r
3200 -123.57677084577102 r
3280 -123.57677084577163 r
3370 -123.57677084577234 r
3460 -123.57677084577247 r
3530 -123.57677084577361 r
3630 -123.57677084577394 r
3710 -123.57677084577404 r
3790 -123.57677084577453 r
3860 -123.57677084577502 r
3950 -123.57677084577551 r
4020 -123.57677084577595 r
4100 -123.5767708457762 r
4180 -123.57677084577695 r
4230 -123.5767708483387 r
4310 -123.57677084833891 r
4380 -123.57677084833901 r
4450 -123.57677084833917 r
4590 -123.57677084833942 r
4640 -123.57677085793561 r
4730 -123.57677085793567 r
4800 -123.57677085793587 r
4870 -123.57677085793591 r
4950 -123.57677085793605 r
5050 -123.57677085793625 r
5130 -123.57677085793648 r
5200 -123.57677085793657 r
5270 -123.57677085793672 r
5360 -123.5767708579369 r
5430 -123.57677085793702 r
5560 -123.57677085793706 r
5630 -123.57677085793713 r
5710 -123.57677085793715 r
5790 -123.57677085793725 r
5870 -123.57677085793726 r
5990 -123.57677085793736 r
6070 -123.57677085793762 r
6140 -123.57677085793786 r
6210 -123.57677085793797 r
6280 -123.57677085793803 r
6380 -123.57677085793834 r
6460 -123.5767708579386 r
6530 -123.57677085793887 r
6620 -123.57677085793917 r
6720 -123.57677085793924 r
6800 -123.57677085793944 r
6880 -123.57677085793972 r
6950 -123.57677085794005 r
7040 -123.57677085794008 r
7120 -123.57677085794015 r
7200 -123.57677085794026 r
7300 -123.57677085794033 r
7370 -123.57677085794046 r
7460 -123.57677085794073 r
7530 -123.57677085794076 r
7610 -123.57677085794109 r
