best_dj2_step0_poor10rich0
eval_cnt fitness r/i/p
1 19.41615524490565 i
2 6.755975908401231 i
3 0.9609818998556838 i
5 0.7864600031267206 i
39 0.6420191081935572 p
49 0.48256244801583764 p
50 0.4081186330607938 r
59 0.37111319585016356 p
69 0.2848508359223238 p
80 0.22837270877063165 r
109 0.15781778398607071 p
119 0.08471343410387912 p
149 0.05344414075613957 p
150 0.034379433136389595 r
159 0.02506371756874043 p
169 0.017747505171602444 p
179 0.0017042347871534683 p
219 1.3886406473999969e-05 p
452 1.272080125932577e-05 r
472 1.2013264654112307e-05 r
522 1.1754111397788932e-05 r
552 1.0882203422477849e-05 r
563 9.786414699652555e-06 r
583 9.50761711251203e-06 r
593 6.457383471012155e-06 r
603 3.704046614774968e-06 r
613 2.1844411180929196e-06 r
633 7.184235133334336e-07 r
643 6.570863116932323e-07 r
694 5.71897670545893e-07 r
714 1.9070491864610207e-07 r
764 1.0578839051000104e-07 r
795 8.72875538286577e-08 r
855 5.572355938203106e-08 r
885 3.3717287078127836e-08 r
956 3.371728340008695e-08 r
986 3.305085559871252e-08 r
1017 3.123977482123515e-08 r
1027 6.916125667888508e-09 r
1057 2.4248022608726895e-09 r
1148 2.4248022030615224e-09 r
1188 2.247239888696096e-09 r
1259 2.2472353423974892e-09 r
1319 1.951111281854711e-09 r
1329 1.821306325857736e-09 r
1340 1.632863712274316e-09 r
1360 6.430476029861951e-11 r
1451 6.430390008229363e-11 r
1521 6.430265157415294e-11 r
1592 6.430129644567147e-11 r
1673 6.430124396290707e-11 r
1784 6.430117148223815e-11 r
1864 6.430028593330313e-11 r
1945 6.429969869668125e-11 r
2016 6.429897069876458e-11 r
2127 6.429780826145936e-11 r
2197 6.42974931728381e-11 r
2268 6.429716718464603e-11 r
2288 5.73872655674883e-11 r
2399 5.738706074525758e-11 r
2470 5.738601634041455e-11 r
2540 5.738458125571709e-11 r
2692 5.7383745920982607e-11 r
2762 5.7382792327030446e-11 r
2843 5.738236125955194e-11 r
2914 5.7381238239979575e-11 r
