pass_rich_rosenbrock2_step0_poor5rich5
eval_cnt worst_rich_fitness new_rich_fitness
11 770.5972605615283 101.65674032208983
12 770.5972605615283 104.71632702353953
13 770.5972605615283 15.968153961867124
14 770.5972605615283 476.6603072161738
15 770.5972605615283 12.500309856632729
131 20.381145186750462 7.015222405126117
132 20.381145186750462 10.642251670243262
146 10.642251670243262 8.231489469841016
276 3.648241098561534 3.2240021674224284
305 1.5493863606993574 1.215691108754141
316 1.4569385470405436 0.5853521040804286
448 0.5386354767238324 0.5384940198316001
458 0.5384940198316001 0.5323783178915832
498 0.41508216460618036 0.35957371099051955
528 0.3544169895025755 0.3418598721216678
538 0.3418598721216678 0.31830861768885843
557 0.31830861768885843 0.30992060715885206
598 0.3013868727849871 0.2593158542118522
656 0.2593158542118522 0.23404409913313784
657 0.2593158542118522 0.2442439464684071
676 0.23404409913313784 0.2194496870272768
678 0.23404409913313784 0.21864461341175753
698 0.2194496870272768 0.2102981758900839
707 0.21864461341175753 0.21352019197363492
718 0.21352019197363492 0.1974094670881164
737 0.1974094670881164 0.18016437105949265
738 0.1974094670881164 0.18463198311471468
747 0.18463198311471468 0.18236221738518646
758 0.18236221738518646 0.15523605885053596
766 0.18016437105949265 0.1657817727434061
767 0.18016437105949265 0.17734160585491843
768 0.18016437105949265 0.18014068968254418
776 0.17600358991924292 0.14926786328088562
777 0.17600358991924292 0.17404185097881308
778 0.17600358991924292 0.14138061910211108
805 0.15139734411422542 0.1466382490557509
826 0.14926786328088562 0.14821369156550537
895 0.14003498205035608 0.13057477619391666
908 0.13764952291700813 0.13315319287561395
985 0.1294453694931294 0.1227154700201135
1018 0.12320973882224023 0.11406149432820145
1034 0.1227154700201135 0.12172843038185144
1078 0.12172843038185144 0.11801327592025422
1108 0.11801327592025422 0.11785865636915542
1118 0.11785865636915542 0.10859094173856083
1137 0.11181691232251192 0.10229103177898735
1178 0.10859094173856083 0.10819866264089356
1188 0.10819866264089356 0.10753794888704848
1204 0.10678312362513628 0.09686417998030784
1208 0.10678312362513628 0.10553097456084426
1238 0.10045784566383885 0.10015499353600034
1298 0.10015499352855092 0.09958041703921064
1364 0.09957087346016609 0.08898001859126012
1610 0.07280847530500517 0.07039350037283706
1638 0.07187184245267572 0.0653595736259115
1648 0.07039350037283706 0.07036740350637152
1748 0.07036740350637152 0.0701750185759887
1788 0.0701750185759887 0.06932068539973411
1807 0.06932068539973411 0.06923416052033116
1950 0.06445943540881224 0.06430706394593078
1970 0.06394655891285123 0.06232250359855187
2010 0.06232250359855187 0.0594320103959697
2019 0.060422861428861774 0.05934757526213708
2090 0.05934757525986808 0.058627729998560134
2240 0.05861750795179462 0.05811575769594055
2272 0.05847192866363144 0.058442710822157067
2280 0.05843767455535581 0.05720587125468834
2290 0.05811575769594055 0.057848238885006245
2309 0.057848238885006245 0.0037049426725299698
2322 0.05720587125468834 0.056091330973465234
2440 0.056512375560895445 0.05610611923241994
2451 0.056332823820946704 0.056042032731081555
2491 0.056042032731081555 0.05566739599454373
2493 0.056042032731081555 0.056003255121659774
2523 0.05566739599454373 0.05565076508337065
2541 0.05565076508337065 0.0552148145385507
2592 0.0552148145385507 0.0036920389176691285
2630 0.05405528582299826 0.053785683975284
2743 0.05390809928044081 0.0539045000413412
2761 0.05388962572681529 0.05305528671548855
2791 0.05338422602213569 0.05260514363155871
2821 0.05305528671548855 0.05295942617071245
2901 0.05195070829711519 0.05176443554805261
3025 0.050937629713752826 0.050305613919121646
3055 0.04966644764576007 0.04945684516738306
3062 0.04945684516738306 0.04867887878125395
3075 0.04867887878125395 0.04770373902908878
3094 0.04836890989220121 0.0482929391028833
3122 0.04770373902908878 0.04755972529521368
3163 0.04755972529521368 0.04575824661251903
