best_shubert2_step0_poor1rich9
eval_cnt fitness r/i/p
1 -0.1830154446832766 i
2 -49.82132187064192 i
9 -64.09553330300842 i
19 -76.43382440552746 r
110 -77.57390723845867 r
190 -79.34888308667784 r
301 -79.35678461884407 r
381 -79.35837947738493 r
391 -79.35842715426497 r
401 -79.35974766572221 r
452 -79.36301442987407 r
472 -79.3647931541998 r
482 -79.3657749641607 r
502 -79.37069979693143 r
533 -79.37099960167566 r
543 -79.37749434973577 r
553 -79.38131879903156 r
563 -79.38798445797909 r
573 -79.39206234107809 r
593 -79.39335898298167 r
613 -79.39493076484077 r
623 -79.39899658378376 r
633 -79.40161822052721 r
754 -79.40161822085102 r
805 -79.4017047889221 r
845 -79.40184597603287 r
855 -79.40227781861374 r
886 -79.40323152615683 r
896 -79.40438159761419 r
926 -79.40491533645714 r
936 -79.40499457790546 r
956 -79.40507788630329 r
1017 -79.40549172080621 r
1027 -79.40644516679102 r
1037 -79.40786171840979 r
1057 -79.40846802970529 r
1067 -79.40920767135788 r
1077 -79.40921668743408 r
1087 -79.40934167889472 r
1098 -79.41071275368587 r
1138 -79.41083875154837 r
1219 -79.41083875161816 r
1239 -79.41084240675484 r
1249 -79.4108708920052 r
1259 -79.41088850630274 r
1309 -79.41091132015846 r
1380 -79.41091132016412 r
1400 -79.41091314252266 r
1471 -79.41091314252392 r
1551 -79.41091314252515 r
1622 -79.41091314252625 r
1703 -79.41091314252796 r
1773 -79.41091314252866 r
1803 -79.4109131668648 r
1874 -79.41091316686514 r
1954 -79.41091316686625 r
2024 -79.41091316686709 r
2105 -79.41091316686838 r
2186 -79.4109131668685 r
2256 -79.41091316686908 r
2378 -79.41091316686929 r
2458 -79.41091316687088 r
2529 -79.4109131668718 r
2589 -79.41091318354664 r
2660 -79.41091318354724 r
2710 -79.41091321205207 r
2781 -79.41091321205218 r
2852 -79.41091321205269 r
2963 -79.41091321205285 r
3033 -79.41091321205329 r
3114 -79.41091321205334 r
3205 -79.41091321205377 r
3326 -79.41091321205461 r
3406 -79.41091321205464 r
3477 -79.41091321205484 r
3548 -79.41091321205494 r
3618 -79.41091321205536 r
3689 -79.41091321205559 r
3770 -79.41091321205641 r
3840 -79.41091321205687 r
3921 -79.41091321205705 r
4002 -79.41091321205731 r
4082 -79.41091321205805 r
4163 -79.4109132120585 r
4233 -79.41091321205893 r
4354 -79.41091321205957 r
4435 -79.41091321205964 r
4525 -79.41091321206025 r
4596 -79.41091321206085 r
4667 -79.41091321206125 r
4737 -79.41091321206173 r
4818 -79.41091321206194 r
4889 -79.41091321206198 r
4990 -79.4109132120625 r
5060 -79.41091321206282 r
5131 -79.41091321206311 r
5202 -79.41091321206375 r
5272 -79.41091321206389 r
5343 -79.41091321206432 r
5413 -79.41091321206456 r
5483 -79.4109132120646 r
5554 -79.4109132120653 r
5625 -79.41091321206571 r
5695 -79.41091321206622 r
5786 -79.41091321206628 r
5857 -79.41091321206632 r
5948 -79.41091321206693 r
6028 -79.41091321206738 r
6099 -79.41091321206788 r
6170 -79.41091321206804 r
6250 -79.41091321206815 r
6271 -79.41091322220701 r
6341 -79.41091322220716 r
6452 -79.41091322220718 r
6563 -79.41091322220728 r
6775 -79.41091322220731 r
6846 -79.41091322220733 r
6916 -79.41091322220747 r
6997 -79.41091322220753 r
7068 -79.41091322220757 r
7158 -79.41091322220758 r
7249 -79.41091322220767 r
7360 -79.41091322220777 r
7441 -79.41091322220784 r
7511 -79.41091322220798 r
7602 -79.41091322220814 r
7672 -79.41091322220815 r
7763 -79.41091322220824 r
7864 -79.41091322220825 r
