best_shubert2_step1_poor1rich9
eval_cnt fitness r/i/p
1 -0.1830154446832766 i
2 -49.82132187064192 i
9 -64.09553330300842 i
19 -71.8892296270681 r
50 -78.45777903095579 r
80 -78.80552408617817 r
199 -81.0151620388367 r
210 -82.41067038604685 r
240 -84.65194651162388 r
250 -109.33709687402089 r
271 -118.67610270787385 r
311 -123.54508001792587 r
452 -123.55027105326852 r
472 -123.55273961404762 r
482 -123.55324927000984 r
493 -123.55815749352499 r
503 -123.56417236037474 r
523 -123.56465412126836 r
533 -123.56645198333284 r
543 -123.57174872657981 r
553 -123.57433076795954 r
563 -123.57585447730204 r
583 -123.57600549682947 r
634 -123.57615936785166 r
715 -163.56519199919921 i
735 -164.48144683188116 r
755 -168.6108636011929 r
805 -169.17301968136135 r
886 -169.17301971733366 r
896 -169.18349655303945 r
926 -169.1939851375895 r
936 -169.19882904283304 r
977 -169.25047184131046 r
1027 -169.31267323406263 r
1037 -169.4038894220942 r
1057 -169.44240247897602 r
1068 -169.57022089411979 r
1078 -169.64228742474327 r
1098 -169.78700702266812 r
1118 -169.91303301375032 r
1128 -169.9232640356211 r
1138 -169.9898262187628 r
1179 -170.07981486888335 r
1199 -170.24923328732578 r
1219 -170.34999477822785 r
1229 -170.46047845809161 r
1239 -170.60673407906435 r
1249 -170.61051373010926 r
1309 -170.81260240085365 r
1329 -171.03280058212758 r
1339 -171.30678819897625 r
1350 -171.444308697918 r
1430 -171.44430870428837 r
1440 -171.44581030212538 r
1461 -171.45281499287813 r
1471 -171.47475805298106 r
1491 -171.50626740019476 r
1501 -171.54578614291543 r
1511 -171.61943887120535 r
1551 -171.69764801033398 r
1561 -171.75181421987395 r
1571 -171.75259437225802 r
1601 -171.836725643383 r
1611 -171.8369913663246 r
1621 -172.02060714166842 r
1642 -172.20394066996826 r
1652 -172.3368194975678 r
1692 -172.46228444355017 r
1702 -172.56769106353858 r
1712 -172.60628931604052 r
1722 -172.77439300116427 r
1743 -172.9189743676237 r
1753 -172.97675231613823 r
1763 -173.1593482648991 r
1833 -173.15934829149927 r
1843 -173.17123121132653 r
1854 -173.19172145682 r
1864 -173.23382134664848 r
1874 -173.27678653555103 r
1924 -173.30579099286976 r
1934 -173.34741994865777 r
1954 -173.34989053845342 r
1965 -173.38727177418585 r
1985 -173.40478087150558 r
2025 -173.4655141577128 r
2055 -173.47331900258828 r
2065 -173.55575122904634 r
2105 -173.65329358410503 r
2115 -173.66409183462648 r
2125 -173.67178819171744 r
2135 -173.75235390223253 r
2145 -173.89683382937469 r
2196 -174.08493519137699 r
2206 -174.25040974670017 r
2246 -174.30179271516414 r
2256 -174.3499960998415 r
2266 -174.36622912778503 r
2287 -174.36777287955917 r
2326 -174.48884188513853 r
2337 -182.81513467000275 r
2357 -183.43204675036802 r
2458 -183.47076929968756 r
2478 -183.50144284262004 r
2498 -183.50817260334705 r
2549 -183.51170006462667 r
2569 -183.53772124505042 r
2579 -183.56106957702255 r
2589 -183.57145550709046 r
2630 -183.57186895946117 r
2650 -183.6184944275392 r
2690 -183.7281544666138 r
2700 -183.7772807914995 r
2710 -183.77876218268815 r
2731 -183.8807079050956 r
2781 -183.88282424860685 r
2801 -184.02823494082972 r
2831 -184.10069777780976 r
2842 -184.193986694804 r
2922 -184.19398669630283 r
2953 -184.19414165378348 r
2963 -184.19903568653584 r
3064 -184.19903568824003 r
3084 -184.20484604300648 r
3094 -184.2139642044194 r
3104 -184.22326628784157 r
3114 -184.23625991977954 r
3124 -184.24820210840983 r
3134 -184.27260627586406 r
3144 -184.2821108137911 r
3214 -184.35746716010632 r
