best_dj2_step0_poor0rich10
eval_cnt fitness r/i/p
1 19.41615524490565 i
2 6.755975908401231 i
3 0.9609818998556838 i
5 0.7864600031267206 i
30 0.7853026475017294 r
39 0.7049875861971266 r
49 0.5470705859844684 r
70 0.4169576576613085 r
80 0.3010248552378153 r
100 0.15607123040369617 r
140 0.10697728079516856 r
230 0.05902119381097589 r
240 0.05139322196208451 r
250 0.040268058573332155 r
280 0.03647538267481468 r
320 0.011186354701994194 r
340 0.005437875589648855 r
350 0.0036159623581470237 r
400 0.00040633513939610573 r
570 0.0003494782230274495 r
660 0.00034227350708776553 r
670 0.0003354740119090378 r
680 0.0003140073172581709 r
690 0.0003131717588361568 r
700 0.00030927408698978973 r
720 0.00029422080244344187 r
730 0.00028695895883702483 r
748 0.00019526236218745012 r
809 0.00018956749553208417 r
820 0.00018110106196452748 r
830 0.00016191054877162843 r
850 0.0001587628225517719 r
880 0.00014205056039141807 r
890 0.00011723132946145913 r
900 9.068413138930074e-05 r
950 7.710208549453289e-05 r
960 7.216241273022068e-05 r
970 5.29046985318254e-05 r
1020 4.866315697471026e-05 r
1030 4.7212436680831355e-05 r
1040 4.3798364793407026e-05 r
1070 3.6995203170732375e-05 r
1090 2.9959310571402602e-05 r
1099 2.7607722870041547e-05 r
1100 2.706520361278908e-05 r
1109 2.1254964862508084e-05 r
1110 1.94424792932192e-05 r
1120 1.3581878254096358e-05 r
1139 8.394132038800249e-06 r
1140 4.669076134209817e-06 r
1199 2.651095256285452e-06 r
1209 2.0691144588458034e-06 r
1239 1.3961045033252763e-06 r
1240 1.2050391757394147e-06 r
1249 8.87521610829861e-07 r
1290 4.713499579853893e-07 r
1320 4.3042758125102524e-07 r
1390 4.3042748425509393e-07 r
1400 3.951389359254696e-07 r
1420 3.47262465233031e-07 r
1430 2.714842002396709e-07 r
1440 2.124987156437528e-07 r
1450 1.0872704155665656e-07 r
1480 5.71981952745738e-08 r
1508 5.2744298834860734e-08 r
1569 4.5149919497397375e-08 r
1580 4.499983582223536e-08 r
1588 2.4054683583632575e-08 r
