pass_rich_dj10_step0_poor3rich7
eval_cnt worst_rich_fitness new_rich_fitness
11 74.99619781142145 40.2315402233488
33 92.9877897680676 89.98092819182055
42 89.98092819182055 89.19431850985883
43 89.98092819182055 89.30294210519992
52 89.19431850985883 88.67218594842817
53 89.19431850985883 88.06396838683685
62 88.06396838683685 85.37853413241932
63 88.06396838683685 84.96035669975892
72 84.96035669975892 83.13980326159798
73 84.96035669975892 82.94366402363302
83 83.13980326159798 81.27225530492044
92 81.27225530492044 79.84245259788864
93 81.27225530492044 81.0880955412894
102 80.70785328019346 79.04523131144694
103 80.70785328019346 79.79909702797423
111 79.79909702797423 78.56983287045963
112 79.79909702797423 75.80576837231648
113 79.79909702797423 77.09437776497967
121 77.62583599619177 76.23941638476441
122 77.62583599619177 75.38212059465334
132 76.23941638476441 75.62702592191019
141 75.62702592191019 73.05479603712193
142 75.62702592191019 72.69484766086686
143 75.62702592191019 73.19313391366515
152 73.19313391366515 71.58522906609979
153 73.19313391366515 71.0577262368555
163 71.3310873479007 67.82205049761959
172 70.9668093859044 69.92292754045233
173 70.9668093859044 68.4183040079883
181 68.7060310102794 67.87530122805609
182 68.7060310102794 67.94408830846726
191 67.87530122805609 65.63125386076511
192 67.87530122805609 63.68643783113215
193 67.87530122805609 66.83801485749476
201 65.63125386076511 65.027623445477
202 65.63125386076511 63.88301615832138
213 63.88301615832138 63.09479068709037
222 63.09479068709037 61.71333979664993
223 63.09479068709037 60.82242503811551
232 62.75453740100078 60.891488039171215
233 62.75453740100078 61.28295114549361
241 60.891488039171215 59.96526938599232
242 60.891488039171215 59.80660208179263
243 60.891488039171215 58.09161795041593
251 59.00134353393388 57.54168949559269
252 59.00134353393388 58.23629807980547
253 59.00134353393388 58.67655896212852
261 58.09161795041593 57.08978019975272
262 58.09161795041593 57.1657194039615
263 58.09161795041593 55.766285656692475
272 57.18631817558229 56.240046355216464
273 57.18631817558229 53.49712979584234
281 57.08978019975272 53.92719164887505
282 57.08978019975272 54.79500895255178
283 57.08978019975272 55.57907490630668
291 55.57907490630668 54.754132771143176
292 55.57907490630668 55.15581069643804
293 55.57907490630668 53.915684997197026
301 54.754132771143176 53.72680192519175
302 54.754132771143176 51.85003943597626
311 53.915684997197026 53.33697399057413
312 53.915684997197026 53.81864377678508
313 53.915684997197026 51.19771524973147
322 53.29710414502129 51.150385862089216
323 53.29710414502129 52.41981903554764
333 51.54666043896232 49.97133185255483
351 51.19950282932917 50.772022327737645
353 51.19950282932917 50.24084737365154
363 49.396616930335185 47.191803490496234
372 48.074188555210654 47.872324523097305
373 48.074188555210654 47.67039971750928
381 47.67039971750928 47.01543213290645
382 47.67039971750928 43.78676280274347
383 47.67039971750928 45.29254014484117
403 46.329340177347504 46.243088203276315
411 45.90978586739243 45.680426893258556
412 45.90978586739243 45.03292769792097
413 45.90978586739243 43.920556420973696
421 45.03292769792097 44.22534604445648
422 45.03292769792097 44.28490303099969
423 45.03292769792097 43.809915745162044
431 44.22534604445648 42.172490638168256
433 44.22534604445648 42.81032888738466
441 43.35500282414785 42.50999515510587
442 43.35500282414785 40.50785091050976
443 43.35500282414785 43.00645848924716
451 42.172490638168256 41.573638434344964
452 42.172490638168256 42.112514927017656
453 42.172490638168256 39.79602077672642
461 41.93952658014222 40.9700925095047
462 41.93952658014222 40.642038638654974
463 41.93952658014222 40.69343382505776
471 40.69343382505776 40.06960988795564
473 40.69343382505776 39.28753809755504
481 40.38104898995777 38.99374796748476
482 40.38104898995777 38.95142449316569
483 40.38104898995777 38.323739092774574
493 39.019038451898126 36.55750598405117
501 38.99374796748476 38.70211029032568
502 38.99374796748476 38.094276461093855
503 38.99374796748476 36.41225842740974
511 38.094276461093855 38.086622431019286
513 38.094276461093855 36.275955488011334
543 36.41225842740974 35.853624701814375
553 35.853624701814375 33.670932234082784
562 35.37747945072883 34.707699022676934
563 35.37747945072883 34.81175993014115
571 34.707699022676934 34.36468802214932
572 34.707699022676934 34.052195397770255
573 34.707699022676934 34.35355429660602
581 34.052195397770255 32.60337425800005
583 34.052195397770255 32.11003792307959
591 32.674386443860904 32.43877225880995
592 32.674386443860904 32.23548882128963
593 32.674386443860904 31.656508019487447
602 32.11003792307959 30.232207690050622
603 32.11003792307959 31.170225274113008
611 31.170225274113008 31.079336147592894
612 31.170225274113008 30.55859808169755
613 31.170225274113008 29.48668528907703
621 30.345241452932623 29.950137867747745
622 30.345241452932623 30.01432388231615
623 30.345241452932623 28.908723688236716
631 29.950137867747745 28.373988611120232
632 29.950137867747745 28.835555415256096
641 28.907009753628532 28.374633296411965
642 28.907009753628532 28.79418925291158
643 28.907009753628532 28.191992651634518
652 28.265994609766228 27.30953661595001
653 28.265994609766228 28.033035723282715
662 28.033035723282715 26.975778302247704
671 27.122215265330727 26.824289243937606
672 27.122215265330727 26.838230884717596
673 27.122215265330727 26.520676805621815
681 26.824289243937606 25.612316029340832
682 26.824289243937606 26.35298462656573
683 26.824289243937606 25.673051338629584
692 25.89650649110802 24.859310969899326
693 25.89650649110802 23.565765586978166
