best_shubert2_step1_poor0rich10
eval_cnt fitness r/i/p
1 -0.1830154446832766 i
2 -49.82132187064192 i
9 -64.09553330300842 i
19 -71.8892296270681 r
30 -73.27960995471803 r
50 -73.74988580775694 r
70 -78.39331044950053 r
139 -87.66771877271762 r
150 -104.29462009568174 r
160 -111.33234511678224 r
170 -115.09063313655852 r
190 -117.0629767378524 r
230 -119.09853035188475 r
250 -122.5992133120185 r
340 -123.2330780771608 r
410 -123.25145041201982 r
420 -123.25891515059759 r
430 -123.26085384003974 r
450 -123.26680438464075 r
460 -123.28990258503342 r
470 -123.2964880120936 r
490 -123.31760063443444 r
510 -123.32492987401658 r
520 -123.33344891071359 r
530 -123.33628203484264 r
550 -123.375798037532 r
590 -123.40706877018916 r
620 -123.41634918614166 r
630 -123.44623697102537 r
640 -123.44740142571041 r
670 -123.47140810278951 r
680 -123.4746219036977 r
690 -123.49626402932057 r
700 -123.50109729297657 r
720 -123.5241814166255 r
760 -123.52641513445116 r
800 -123.54487713014991 r
840 -123.54556107974939 r
880 -123.55550727697968 r
890 -123.56876250818719 r
900 -123.57221639814354 r
960 -123.57628197862604 r
1030 -123.57628197863338 r
1040 -123.57633387952251 r
1050 -123.5763520718673 r
1070 -123.57638718686691 r
1100 -123.57643355795103 r
1110 -123.57662517087954 r
1120 -123.57673635157606 r
1140 -123.57675377556923 r
1180 -123.57677059021266 r
1290 -123.5767705902153 r
1380 -123.57677059021795 r
1460 -123.57677059021847 r
1510 -123.5767707286632 r
1620 -123.57677072866431 r
1690 -123.57677072866488 r
1770 -123.57677072866731 r
1860 -123.57677072866869 r
1870 -123.57677084364595 r
1960 -123.57677084364663 r
2030 -123.5767708436471 r
2120 -123.57677084364738 r
2200 -123.57677084364784 r
2290 -123.57677084364786 r
2380 -123.57677084364838 r
2450 -123.57677084364869 r
2550 -123.57677084364876 r
2620 -123.57677084364889 r
2700 -123.57677084364916 r
2770 -123.57677084365005 r
2850 -123.57677084365075 r
2920 -123.57677084365096 r
2990 -123.57677084365203 r
3060 -123.57677084365271 r
3130 -123.5767708436539 r
3210 -123.57677084365422 r
3300 -123.57677084365437 r
3400 -123.57677084365474 r
3480 -123.57677084365494 r
3550 -123.5767708436559 r
3620 -123.57677084365648 r
3700 -123.5767708436574 r
3770 -123.57677084365807 r
3850 -123.57677084365821 r
3930 -123.57677084365855 r
4000 -123.57677084365861 r
4080 -123.57677084365928 r
4150 -123.57677084365966 r
4230 -123.57677084365969 r
4300 -123.57677084366007 r
4380 -123.5767708436601 r
4460 -123.57677084366125 r
4530 -123.57677084366136 r
4600 -123.57677084366198 r
4690 -123.57677084366249 r
4770 -123.57677084366259 r
4840 -123.57677084366296 r
4910 -123.57677084366307 r
5010 -123.57677084366316 r
5090 -123.57677084366323 r
5220 -123.57677084366381 r
5290 -123.57677084366435 r
5360 -123.5767708436651 r
5430 -123.57677084366603 r
5540 -123.5767708436661 r
5610 -123.57677084366628 r
5700 -123.5767708436664 r
5790 -123.57677084366718 r
5860 -123.57677084366729 r
5990 -123.57677084366796 r
6070 -123.57677084366821 r
6140 -123.57677084366908 r
6210 -123.57677084366938 r
6380 -123.57677084366972 r
6460 -123.57677084367089 r
6530 -123.57677084367143 r
6620 -123.57677084367167 r
6700 -123.5767708436718 r
6770 -123.57677084367222 r
6860 -123.5767708436723 r
6930 -123.57677084367295 r
7010 -123.57677084367344 r
7090 -123.57677084367403 r
7170 -123.57677084367404 r
7240 -123.57677084367529 r
7310 -123.57677084367566 r
7380 -123.57677084367603 r
7460 -123.57677084367674 r
7530 -123.57677084367675 r
