best_dj2_step1_poor0rich10
eval_cnt fitness r/i/p
1 19.41615524490565 i
2 6.755975908401231 i
3 0.9609818998556838 i
5 0.7864600031267206 i
30 0.78473141795771 r
50 0.7738636640259168 r
70 0.6981151367898918 r
80 0.6206368529522344 r
100 0.5052096955102335 r
140 0.4580409693231138 r
230 0.41802940055660265 r
240 0.4050044848405401 r
250 0.4026165079424204 r
260 0.3999943320960808 r
280 0.39531221046638565 r
299 0.3641123499829613 r
310 0.2861046234815394 r
330 0.23195021507800773 r
380 0.20323542749556892 r
400 0.1646701522334022 r
410 0.14418411926401142 r
420 0.14329412520198775 r
430 0.10061865836056189 r
450 0.07983871386608243 r
490 0.06120844294023896 r
500 0.040896880559760915 r
520 0.03839549932172043 r
540 0.023501790556116623 r
660 0.01779495935590714 r
680 0.008420900352988156 r
700 0.007516994982960518 r
720 0.006388511330942841 r
730 0.0031563187109863344 r
760 0.0020382558994655035 r
820 0.0009135211326543145 r
830 0.0004930076909523022 r
840 0.00026093898608629113 r
880 0.00020331707908802994 r
920 0.00012928771014878446 r
1030 0.00012800522926496903 r
1040 0.00010786417555295556 r
1050 0.00010512503423195284 r
1070 9.925180512033934e-05 r
1100 9.386636016663729e-05 r
1110 7.251797214185386e-05 r
1120 4.477101183300267e-05 r
1140 3.946719307003741e-05 r
1150 2.8400850619325816e-05 r
1170 2.339136013600747e-05 r
1190 1.4629909033348722e-05 r
1200 1.073244067503854e-05 r
1220 1.0232111698166878e-05 r
1290 1.0232111590469461e-05 r
1320 1.0196894350497527e-05 r
1330 9.855557708032515e-06 r
1340 9.476816336022415e-06 r
1370 9.0770857951886e-06 r
1380 7.930027425007093e-06 r
1410 7.087645018374686e-06 r
1460 6.975599300681502e-06 r
1470 6.1896738172305755e-06 r
1490 4.534559511883269e-06 r
1510 4.527826821799393e-06 r
1530 3.8432834368080344e-06 r
1560 3.243636548427474e-06 r
1620 2.465584329280521e-06 r
1630 1.752826801016953e-06 r
1650 5.202121419995426e-07 r
1660 5.935833899085187e-08 r
1690 1.7502069360652903e-08 r
