best_shubert2_step1_poor5rich5
eval_cnt fitness r/i/p
1 -0.1830154446832766 i
2 -49.82132187064192 i
9 -64.09553330300842 i
19 -71.8892296270681 r
40 -71.93913066879628 r
60 -78.29857849447984 r
70 -79.37693972262271 r
200 -79.37766179977574 r
231 -79.37922803045598 r
241 -79.38029713074562 r
261 -79.38176908829972 r
291 -79.38458950839191 r
311 -79.3868616911652 r
351 -79.39097138354134 r
361 -79.39098092387464 r
381 -79.39338624792244 r
401 -79.3954634634946 r
421 -79.39911284450504 r
431 -79.40181236789762 r
441 -79.40374825715696 r
451 -79.40375483074764 r
492 -79.40657249211085 r
512 -79.40875156577073 r
522 -79.40929896080804 r
542 -79.40937100034358 r
562 -79.41072876803936 r
632 -79.41072876807225 r
652 -79.41074958005633 r
662 -79.41077429847778 r
703 -79.41082091954934 r
713 -79.4108421188621 r
743 -79.41088705196377 r
773 -79.41089669883908 r
844 -79.41089669885106 r
884 -79.41090374359791 r
935 -79.4109040213081 r
945 -79.41090506241582 r
955 -79.4109064807918 r
1026 -79.41090648079526 r
1036 -79.41090838311074 r
1066 -79.41091017805212 r
1167 -79.41091017805438 r
1207 -79.4109124580556 r
1288 -79.41091245805644 r
1308 -79.41091317460186 r
1379 -79.41091317460287 r
1389 -79.41091318581725 r
1470 -79.41091318581769 r
1540 -79.41091318581809 r
1589 -145.1814119681743 r
1600 -148.19790813918303 r
1630 -155.01906649223602 r
1670 -161.08357884652048 r
1720 -174.15265173581153 r
1740 -180.96418172003888 r
1751 -185.39139021236434 r
2124 -186.03542871506872 r
2134 -186.31830090792897 r
2195 -186.43291296907057 r
2275 -186.44442536991193 r
2295 -186.46891080769342 r
2306 -186.47864105436068 r
2326 -186.4788395127661 r
2346 -186.4884685841652 r
2376 -186.5024189974372 r
2386 -186.51828005663717 r
2447 -186.53261904467354 r
2477 -186.53819386294157 r
2497 -186.55209758753327 r
2517 -186.58123902275034 r
2527 -186.59452696659224 r
2537 -186.60911651516795 r
2577 -186.61306119136077 r
2597 -186.62688278404028 r
2607 -186.63299505353166 r
2617 -186.65271188497658 r
2637 -186.664362305302 r
2667 -186.6944011650088 r
2688 -186.709644669486 r
2698 -186.72209833043524 r
2758 -186.72791164530983 r
2788 -186.72850634585566 r
2818 -186.73062336022792 r
2918 -186.7306233602915 r
2928 -186.73065651803023 r
2949 -186.73073963787445 r
2969 -186.73077482792544 r
2989 -186.7308214908197 r
2999 -186.73085584321953 r
3049 -186.73088842736016 r
3069 -186.7308903035659 r
3089 -186.73089767793337 r
3169 -186.7308976779541 r
3189 -186.7309011886878 r
3209 -186.7309047751968 r
3290 -186.73090477520233 r
3320 -186.7309081167424 r
3400 -186.73090811674524 r
3450 -186.73090874926356 r
3521 -186.73090874926586 r
3591 -186.7309087492677 r
3671 -186.73090874926987 r
3690 -186.73090876046285 r
3730 -186.73090879997133 r
3801 -186.73090879997284 r
3921 -186.73090879997338 r
4002 -186.73090879997417 r
4050 -186.73090881152467 r
4133 -186.7309088115261 r
4173 -186.73090883040476 r
4264 -186.7309088304048 r
4335 -186.7309088304051 r
4415 -186.73090883040527 r
4486 -186.73090883040544 r
4557 -186.73090883040558 r
4637 -186.73090883040564 r
4748 -186.73090883040578 r
4819 -186.7309088304058 r
4910 -186.730908830406 r
4980 -186.73090883040604 r
5061 -186.73090883040607 r
5132 -186.7309088304061 r
5213 -186.7309088304063 r
5283 -186.73090883040635 r
5354 -186.73090883040655 r
5445 -186.73090883040675 r
5515 -186.73090883040686 r
5596 -186.73090883040695 r
5727 -186.73090883040697 r
5798 -186.7309088304071 r
