best_shubert2_step0_poor7rich3
eval_cnt fitness r/i/p
1 -0.1830154446832766 i
2 -49.82132187064192 i
9 -64.09553330300842 i
19 -76.43382440552746 r
80 -77.78880002825463 r
221 -78.68231181786226 r
292 -79.0765747298304 r
372 -79.07847694059181 r
392 -79.0831425440038 r
402 -79.0882659931532 r
412 -79.0955774005085 r
432 -79.09655952339477 r
442 -79.10219101622135 r
452 -79.10368384977893 r
502 -79.11916022130649 r
532 -79.13317421355072 r
552 -79.1334952691123 r
562 -79.13774988428007 r
582 -79.14952297356538 r
592 -79.16843685798118 r
623 -79.17627112488742 r
653 -79.19148455811683 r
683 -79.20993861055213 r
693 -79.2151544775136 r
702 -116.69203478050791 r
723 -120.81895957489097 r
733 -122.93879879985455 r
964 -123.0369696531595 r
1035 -123.23081349347748 r
1055 -123.49467735581521 r
1105 -123.52611112051906 r
1206 -123.52611112124933 r
1266 -123.5269313925858 r
1287 -123.52736349511522 r
1307 -123.52775594112603 r
1327 -123.53101357220179 r
1337 -123.5324851017649 r
1357 -123.53474679161219 r
1387 -123.53487041420885 r
1418 -123.53715276959134 r
1428 -123.54231434051917 r
1458 -123.54356138502155 r
1468 -123.54901347759805 r
1519 -123.5495830155574 r
1559 -123.55390663827612 r
1579 -123.55745308866177 r
1609 -123.55955675125243 r
1640 -123.56106240928477 r
1650 -123.56291961623143 r
1660 -123.5652677028909 r
1670 -123.56907873534546 r
1690 -123.57364050828302 r
1700 -123.57535846503073 r
1731 -123.57675501898696 r
1811 -123.57675501900236 r
1831 -123.5767569412485 r
1842 -123.57675820660653 r
1845 -151.39377562073548 p
2013 -186.43777288346547 r
2477 -186.55902424830643 r
2548 -186.56104259110364 r
2578 -186.56405686538474 r
2588 -186.56877828771638 r
2598 -186.57303000210416 r
2628 -186.57587197390507 r
2639 -186.58300821084194 r
2649 -186.5900267739661 r
2669 -186.5970216591149 r
2679 -186.6107210235741 r
2709 -186.6127216565163 r
2719 -186.62480475306035 r
2729 -186.62850067839213 r
2760 -186.63892304520374 r
2790 -186.64744932863007 r
2840 -186.64752915521234 r
2871 -186.65749185497333 r
2891 -186.6675297034519 r
2901 -186.68009743865883 r
2911 -186.69027765228412 r
2961 -186.69968309094872 r
3002 -186.70395730140686 r
3042 -186.70627299839813 r
3052 -186.7172050877427 r
3062 -186.72207298047195 r
3083 -186.72919874815256 r
3093 -186.7307053369852 r
3194 -186.730705337043 r
3224 -186.73070963807703 r
3234 -186.73073538620437 r
3244 -186.7307892699826 r
3254 -186.73081967620718 r
3264 -186.7308981389163 r
3284 -186.73090302486085 r
3355 -186.73090302487722 r
3365 -186.73090774601386 r
3446 -186.73090774601877 r
3456 -186.73090823249692 r
3557 -186.7309082324975 r
3567 -186.7309084828367 r
3648 -186.73090848284005 r
3718 -186.73090848284363 r
3779 -186.73090861147057 r
3870 -186.7309086114741 r
3900 -186.73090867058505 r
3991 -186.73090867058642 r
4071 -186.73090867058792 r
4092 -186.73090876697955 r
4182 -186.73090876698058 r
4253 -186.73090876698188 r
4334 -186.73090876698376 r
4435 -186.73090876698404 r
4505 -186.73090876698487 r
4576 -186.73090876698615 r
4656 -186.73090876698697 r
4726 -186.73090876698782 r
4796 -186.73090876698816 r
4806 -186.73090880273517 r
4876 -186.73090880273583 r
4977 -186.73090880273682 r
5067 -186.73090880273867 r
5137 -186.7309088027388 r
5208 -186.73090880273892 r
5329 -186.73090880273915 r
5400 -186.73090880273918 r
5480 -186.73090880273998 r
5551 -186.73090880274054 r
5621 -186.73090880274205 r
5712 -186.73090880274256 r
5803 -186.7309088027435 r
