best_rastrigin2_step1_poor10rich0
eval_cnt fitness r/i/p
1 55.577501184646046 i
2 32.68717479352554 i
3 3.6172955016873516 i
39 3.5205636000921103 p
59 3.5096237196492055 p
70 2.700180537550267 r
160 2.502762988722754 r
170 1.4522778843112434 r
201 1.1005476593465566 r
250 0.9187623484751981 p
271 0.4625689751951967 r
402 0.3668848858852769 r
412 0.19732469135016828 r
422 0.08874449581597332 r
513 0.08874449562194542 r
543 0.08850444077079445 r
553 0.08794084944621972 r
571 0.015371776939488768 p
733 0.012391871213914385 p
801 0.0031097983055801137 p
837 0.0019251755897187195 p
1096 0.0019251755492604161 r
1116 0.0019092217127933964 r
1126 0.0018207490256934022 r
1146 0.0016766404452965844 r
1156 0.001503618819974406 r
1175 0.0014033268176305569 p
1185 0.0012793180247960834 p
1196 0.0012440679267484711 r
1206 0.0011716897723346165 r
1216 0.0009707900074502618 r
1256 0.0006393936070097084 r
1266 0.00037060814807432507 r
1286 0.0002962253388218983 r
1307 8.445609608287441e-05 r
1337 7.035853598580388e-05 r
1397 6.292124005824462e-06 r
1468 6.292118143846892e-06 r
1478 5.90076287210195e-06 r
1488 1.9066288494684613e-06 r
1518 6.912807144487942e-07 r
1609 6.912800820657594e-07 r
1629 6.536692609415695e-07 r
1640 2.4101321827174615e-07 r
1670 1.0739206146581637e-07 r
1730 7.303955484871949e-08 r
1811 7.303938787117659e-08 r
1831 5.5453345026990064e-08 r
1902 5.545299330833586e-08 r
1973 5.5452936464917e-08 r
1993 2.6724300994374062e-08 r
2073 2.6723991908284006e-08 r
2114 1.2302336926950375e-08 r
2215 1.2302237450967368e-08 r
2285 1.2302074026138143e-08 r
2366 1.2302010077291925e-08 r
2417 4.0623007180329296e-09 r
2507 4.0622296637593536e-09 r
2608 4.062130187776347e-09 r
2679 4.061895708673546e-09 r
2760 4.061831759827328e-09 r
2840 4.061742941985358e-09 r
2931 4.0617145202759275e-09 r
3052 4.061629255147636e-09 r
3143 4.06146938303209e-09 r
3234 4.061423197754266e-09 r
3294 2.4478481464029755e-09 r
3375 2.447766433988363e-09 r
3476 2.447713143283181e-09 r
3547 2.447677616146393e-09 r
3617 2.4475497184539563e-09 r
3728 2.447499980462453e-09 r
3819 2.447482216894059e-09 r
3890 2.4473365556332283e-09 r
3940 6.207514502420963e-10 r
4021 6.207301339600235e-10 r
4092 6.207159231053083e-10 r
4172 6.206732905411627e-10 r
4273 6.206235525496595e-10 r
4364 6.205453928487259e-10 r
4435 6.205169711392955e-10 r
4526 6.204530222930771e-10 r
4596 6.204246005836467e-10 r
4667 6.203642044511071e-10 r
4768 6.203286773143191e-10 r
4848 6.202682811817795e-10 r
4919 6.202647284681007e-10 r
4990 6.201901214808458e-10 r
5060 6.20168805198773e-10 r
5141 6.201297253483062e-10 r
5222 6.200835400704818e-10 r
5292 6.200728819294454e-10 r
5373 6.200338020789786e-10 r
5444 6.200195912242634e-10 r
5525 6.199840640874754e-10 r
5595 6.199414315233298e-10 r
5666 6.199130098138994e-10 r
5747 6.198632718223962e-10 r
5847 6.198277446856082e-10 r
5928 6.197993229761778e-10 r
6009 6.197709012667474e-10 r
6080 6.197531376983534e-10 r
6170 6.196785307110986e-10 r
6251 6.195932655828074e-10 r
6342 6.195861601554498e-10 r
6413 6.195080004545162e-10 r
6483 6.195008950271585e-10 r
6624 6.194547097493341e-10 r
6715 6.193943136167945e-10 r
6806 6.193516810526489e-10 r
6887 6.193268120568973e-10 r
6957 6.193090484885033e-10 r
7058 6.192486523559637e-10 r
7129 6.192415469286061e-10 r
7200 6.192237833602121e-10 r
7270 6.192166779328545e-10 r
7341 6.191847035097453e-10 r
7422 6.191385182319209e-10 r
7502 6.191314128045633e-10 r
7573 6.190958856677753e-10 r
7654 6.190390422489145e-10 r
7734 6.189715406890173e-10 r
7805 6.188933809880837e-10 r
7936 6.188898282744049e-10 r
8007 6.188756174196897e-10 r
8098 6.188614065649745e-10 r
8168 6.188471957102593e-10 r
8239 6.188400902829017e-10 r
8310 6.187903522913984e-10 r
8380 6.187761414366832e-10 r
8481 6.186979817357496e-10 r
8552 6.186624545989616e-10 r
8622 6.186482437442464e-10 r
8693 6.186411383168888e-10 r
8774 6.186056111801008e-10 r
8824 5.974669647912378e-10 r
8895 5.974314376544498e-10 r
8976 5.97374594235589e-10 r
9066 5.973106453893706e-10 r
9137 5.97303539962013e-10 r
9218 5.972466965431522e-10 r
9309 5.971756422695762e-10 r
9399 5.971116934233578e-10 r
9500 5.97054850004497e-10 r
9581 5.970441918634606e-10 r
9672 5.969980065856362e-10 r
9702 4.871338887824095e-10 r
9773 4.871196779276943e-10 r
9874 4.870486236541183e-10 r
9975 4.870166492310091e-10 r
10045 4.869846748078999e-10 r
10116 4.869633585258271e-10 r
10187 4.869527003847907e-10 r
10267 4.869100678206451e-10 r
10348 4.868425662607478e-10 r
10429 4.868319081197114e-10 r
10499 4.867999336966022e-10 r
10610 4.867217739956686e-10 r
10701 4.867040104272746e-10 r
10802 4.866507197220926e-10 r
10893 4.866294034400198e-10 r
10994 4.866009817305894e-10 r
11064 4.865476910254074e-10 r
11135 4.865334801706922e-10 r
11236 4.864872948928678e-10 r
11307 4.864197933329706e-10 r
11377 4.86377160768825e-10 r
11448 4.863274227773218e-10 r
11539 4.862847902131762e-10 r
11619 4.862812374994974e-10 r
11690 4.862741320721398e-10 r
11771 4.862314995079942e-10 r
11841 4.862101832259214e-10 r
11912 4.861711033754545e-10 r
11983 4.860964963881997e-10 r
12063 4.860751801061269e-10 r
12144 4.860396529693389e-10 r
12225 4.860183366872661e-10 r
12296 4.860005731188721e-10 r
12447 4.859899149778357e-10 r
12538 4.859472824136901e-10 r
12639 4.859046498495445e-10 r
12770 4.858904389948293e-10 r
12861 4.858691227127565e-10 r
12931 4.858620172853989e-10 r
13012 4.858371482896473e-10 r
13123 4.857767521571077e-10 r
13194 4.857696467297501e-10 r
