best_dj2_step0_poor1rich9
eval_cnt fitness r/i/p
1 19.41615524490565 i
2 6.755975908401231 i
3 0.9609818998556838 i
5 0.7864600031267206 i
39 0.7079109005718325 r
60 0.4656182203548737 r
100 0.36605677765088623 r
130 0.3637096224332925 r
140 0.36094254602159087 r
141 0.3487357679723454 r
151 0.3343917250094139 r
160 0.24263970043162106 r
170 0.22929027063000912 r
191 0.1881409062384993 r
200 0.10198450808119788 r
211 0.08769752324327876 r
221 0.08102559164256538 r
231 0.06778464855851801 r
250 0.030310757680508005 r
271 0.0125513016330448 r
310 0.004017225350691884 r
311 0.0006493501386969835 r
350 0.00011343633453119788 r
551 8.886594405530768e-05 r
641 8.713145603202127e-05 r
651 7.775910477839619e-05 r
661 7.688694022227116e-05 r
671 7.363068900502752e-05 r
721 6.201359271087515e-05 r
751 5.548723696848087e-05 r
791 4.599799274896364e-05 r
820 3.972872107464535e-05 r
881 3.893936180350708e-05 r
892 3.3927524376454234e-05 r
902 3.3312112657733954e-05 r
912 2.5931182659296305e-05 r
933 1.5123716672023038e-05 r
973 1.4814131061538024e-05 r
982 1.1766424204353843e-05 r
1042 1.0469532041624601e-05 r
1054 5.74450819183874e-06 r
1074 2.874534535844608e-06 r
1093 1.6420059862949411e-06 r
1112 1.156609803766234e-06 r
1113 8.265018178306694e-07 r
1122 1.7551210099639332e-07 r
1184 1.6949011071216756e-07 r
1193 9.92453643191749e-08 r
1244 2.2450704323491715e-08 r
1286 6.037432147803678e-09 r
1356 6.037415463131227e-09 r
1366 3.4896966019245683e-09 r
1417 3.2976452103155087e-09 r
1466 8.084223617969668e-10 r
1538 8.084190515886651e-10 r
1568 7.896827071104619e-10 r
1628 3.732611544348465e-10 r
1629 3.429263252646882e-10 r
1699 3.4292337416633556e-10 r
1737 1.5718033517946765e-10 r
1738 1.552589555676254e-10 r
1810 1.5525845146761449e-10 r
1839 4.023725461921716e-11 r
1911 4.023677801311805e-11 r
1992 4.0236092596738363e-11 r
2073 4.023497088952617e-11 r
2143 4.023495316699022e-11 r
