pass_rich_rosenbrock30_step1_poor10rich0
eval_cnt worst_rich_fitness new_rich_fitness
11 14591.828928323732 6216.243073875366
12 14591.828928323732 14514.578173219723
13 14591.828928323732 5706.590366056355
14 14591.828928323732 14548.468212364402
16 14591.828928323732 12892.996560163441
17 14591.828928323732 9021.904070679373
49 5650.733307642817 5453.747395562374
59 5453.747395562374 5432.160857181238
69 5432.160857181238 5219.879265500384
79 5219.879265500384 5185.6722367199445
89 5185.6722367199445 4988.594027782422
109 4963.0905594867845 4927.75174906059
119 4927.75174906059 4819.670956863954
129 4819.670956863954 4774.355823938865
139 4774.355823938865 4625.683411370352
149 4625.683411370352 4605.79175339193
159 4448.643935364737 4405.206022995615
169 4405.206022995615 4336.5359348363045
179 4324.567977875035 4244.825953293963
189 4244.825953293963 4180.394713870914
199 4180.394713870914 4025.2630169272743
209 4025.2630169272743 4006.338958827826
219 3978.710814296741 3861.876857999523
239 3861.876857999523 3812.3410221500853
249 3812.3410221500853 3786.2882869752366
259 3786.2882869752366 3664.595320665789
279 3621.5693451695092 3579.215205766501
289 3579.215205766501 3474.9004349214847
309 3439.7879562395206 3431.1338415258883
319 3405.3344939960243 3314.445216539298
329 3288.593548555953 3235.035131836094
369 3204.8441036900663 3203.0493619526396
469 3141.2933181159656 3088.1140501473933
470 3141.2933181159656 3101.872296949066
478 3088.1140501473933 3016.5543806864252
479 3088.1140501473933 2988.3993221356177
480 3088.1140501473933 2955.3369362309777
509 2869.433573419755 2835.902638819035
510 2869.433573419755 2771.6162083789645
518 2771.6162083789645 2725.6845791908872
519 2771.6162083789645 2720.049150878619
520 2771.6162083789645 2680.753791742697
528 2680.753791742697 2621.3187042817462
529 2680.753791742697 2610.05988848289
530 2680.753791742697 2571.2077601375427
540 2571.2077601375427 2561.212035345612
545 2561.212035345612 2511.594248329164
546 2561.212035345612 2513.4205671894383
547 2561.212035345612 2475.320486770366
549 2561.212035345612 2488.570061315978
550 2561.212035345612 2468.692162260701
557 2468.692162260701 2440.410923804653
559 2468.692162260701 2409.6812666978176
560 2468.692162260701 2445.9641158513496
566 2409.6812666978176 2367.332594664175
567 2409.6812666978176 2342.8842506298442
568 2409.6812666978176 2333.0208288153
569 2409.6812666978176 2280.4474600804388
570 2409.6812666978176 2278.122961531117
577 2278.122961531117 2239.87498851143
578 2278.122961531117 2215.370880112839
579 2278.122961531117 2177.9787783359975
580 2278.122961531117 2245.5388091218797
589 2177.9787783359975 2155.4018379548434
590 2177.9787783359975 2161.119605143089
596 2155.4018379548434 2147.9678391915822
598 2155.4018379548434 2101.11460335989
599 2155.4018379548434 2099.25403628251
600 2155.4018379548434 2085.832097341485
606 2085.832097341485 2058.1100254535327
607 2085.832097341485 2064.3242571565725
608 2085.832097341485 2078.1909879777804
609 2085.832097341485 1998.7248154324527
610 2085.832097341485 2043.471657507661
617 1998.7248154324527 1941.4487471710224
618 1998.7248154324527 1923.2437588314835
620 1998.7248154324527 1913.2200575679417
629 1913.2200575679417 1888.9402779195023
630 1913.2200575679417 1902.3914958569942
634 1888.9402779195023 1825.9215636214703
638 1888.9402779195023 1888.2987294437937
639 1888.9402779195023 1883.1229991406253
640 1888.9402779195023 1832.5530394975906
648 1825.9215636214703 1765.2873247940145
650 1825.9215636214703 1799.7342593879018
657 1765.2873247940145 1734.3611987158722
658 1765.2873247940145 1692.8948145763827
659 1765.2873247940145 1714.9753142037712
660 1765.2873247940145 1667.852586024379
667 1667.852586024379 1633.4224418149931
668 1667.852586024379 1602.2671861196511
670 1667.852586024379 1574.8535324164536
689 1550.0088024811866 1532.6396872991781
690 1550.0088024811866 1497.850649297959
698 1497.850649297959 1437.1001773918472
699 1497.850649297959 1475.7025187033894
700 1497.850649297959 1438.2268923898503
709 1437.1001773918472 1374.000955448924
710 1437.1001773918472 1401.4133156604803
720 1374.000955448924 1308.7428807502763
730 1308.7428807502763 1290.538592513412
740 1290.538592513412 1236.352017462015
750 1236.352017462015 1216.0925640715882
759 1206.123607962833 1172.268012762858
760 1206.123607962833 1150.5988573317027
770 1150.5988573317027 1124.2357221067634
780 1124.2357221067634 1082.4283110080635
790 1076.4321862083043 1037.028188498938
800 1037.028188498938 1017.4361380508552
810 1017.4361380508552 1012.0608402153342
839 980.3111617674319 947.4919079873101
850 947.4919079873101 923.0164771704398
880 886.6006889654398 863.7759651514666
899 863.7759651514666 863.632296573668
900 863.7759651514666 859.147763953966
910 859.147763953966 849.2412307451222
929 849.2412307451222 826.6193623279474
930 849.2412307451222 840.3770339348723
939 826.6193623279474 814.3122117420461
940 826.6193623279474 823.2971947823775
949 814.3122117420461 795.6230398190678
950 814.3122117420461 798.5341178957704
959 795.6230398190678 783.6539180872632
960 795.6230398190678 784.217362997687
970 783.6539180872632 777.8628068169885
990 771.7973555680743 754.254056641632
1009 754.254056641632 750.0156973065554
